,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,datetime
102315,96772,Female,Loyal Customer,46,Business travel,Business,2366,4,2,3,2,3,5,5,3,2,5,4,5,3,5,141,108,7/7/2017
102316,101611,Female,Loyal Customer,44,Business travel,Business,2145,4,4,2,4,3,3,4,5,4,5,3,2,5,2,84,93,7/8/2017
102317,52369,Male,Loyal Customer,55,Personal Travel,Eco,451,5,4,4,2,3,4,4,4,4,4,5,4,5,5,0,74,7/9/2017
102318,58849,Female,Loyal Customer,-1,Personal Travel,Eco,1,4,5,3,4,5,3,5,5,3,2,5,5,5,5,11,80,7/10/2017
102319,86798,Female,Loyal Customer,-1,Business travel,Business,3337,1,1,1,3,3,5,5,3,5,5,4,5,5,5,41,86,7/11/2017
102320,89731,Male,Loyal Customer,55,Personal Travel,Eco,1069,4,5,3,4,3,4,4,3,4,2,3,2,5,5,43,17,7/12/2017
102321,95810,Female,Loyal Customer,-1,Personal Travel,Eco,920,3,5,3,2,4,5,5,4,2,4,3,3,4,4,38,5,7/13/2017
102322,83557,Male,Loyal Customer,24,Personal Travel,Eco,1865,3,5,3,2,5,3,3,5,5,2,5,4,2,5,0,0,7/14/2017
102323,91416,Female,Loyal Customer,-1,Business travel,Eco,650,5,5,0,4,5,3,0,5,5,5,5,5,4,4,95,78,7/15/2017
102324,314,Female,Loyal Customer,59,Business travel,Business,2160,1,2,1,1,3,5,5,3,4,4,4,3,4,5,0,19,7/16/2017
102325,89931,Male,disloyal Customer,18,Business travel,Eco,1416,5,5,5,4,2,5,1,3,3,5,3,4,5,3,79,86,7/17/2017
102326,65315,Male,Loyal Customer,14,Personal Travel,Business,631,1,4,1,4,5,2,3,3,0,5,4,5,3,4,26,79,7/18/2017
102327,88481,Male,Loyal Customer,56,Business travel,Business,444,3,4,3,4,4,0,2,5,5,3,5,1,5,5,1,5,7/19/2017
102328,28326,Male,disloyal Customer,-1,Business travel,Eco,867,2,0,0,5,3,2,5,4,1,2,3,0,5,5,0,77,7/20/2017
102329,11684,Male,Loyal Customer,8,Personal Travel,Business,429,1,5,0,2,5,1,0,5,2,5,3,5,1,5,91,3,7/21/2017
102330,15823,Male,Loyal Customer,-1,Personal Travel,Eco Plus,143,5,3,5,4,2,5,3,4,4,5,3,4,4,2,56,26,7/22/2017
102331,95732,Male,Loyal Customer,55,Business travel,Business,237,2,1,1,1,3,5,4,5,3,5,5,4,3,3,100,35,7/23/2017
102332,68481,Female,Loyal Customer,24,Business travel,Business,3445,2,3,3,4,3,2,2,3,3,5,2,3,5,2,88,93,7/24/2017
102333,76947,Male,disloyal Customer,-1,Business travel,Business,1990,4,4,2,2,5,4,5,5,4,3,4,3,5,5,47,24,7/25/2017
102334,28294,Female,Loyal Customer,48,Business travel,Eco,954,4,3,5,3,5,5,5,5,3,3,4,2,3,2,-10,0,7/26/2017
102335,26467,Male,Loyal Customer,-1,Personal Travel,Eco,842,4,1,4,3,5,2,4,4,5,2,2,0,3,4,91,-6,7/27/2017
102336,36059,Female,Loyal Customer,52,Business travel,Business,2005,1,1,0,0,4,5,0,5,4,5,4,5,4,2,80,0,7/28/2017
102337,24364,Female,Loyal Customer,-1,Business travel,Business,3859,5,5,5,5,5,5,5,3,3,4,4,5,4,1,56,40,7/29/2017
102338,56147,Male,Loyal Customer,31,Business travel,Business,100000,3,4,2,2,2,1,4,3,4,3,4,4,5,3,0,0,7/30/2017
102339,15500,Female,Loyal Customer,30,Personal Travel,Eco,433,1,3,3,5,4,2,4,3,4,5,4,3,3,2,84,48,7/31/2017
102340,51201,Female,Loyal Customer,-1,Business travel,Eco Plus,1,5,5,5,5,5,5,5,5,4,3,5,5,2,5,0,79,8/1/2017
102341,49264,Male,Loyal Customer,-1,Business travel,Business,109,5,3,5,5,4,5,5,5,5,5,5,4,5,3,51,0,8/2/2017
102342,56485,Male,Loyal Customer,32,Business travel,Business,746,3,4,1,3,5,5,5,5,0,3,1,2,2,5,0,0,8/3/2017
102343,23377,Male,Loyal Customer,19,Personal Travel,Eco,1162,2,2,2,2,5,4,3,4,2,1,4,3,5,4,37,67,8/4/2017
102344,39788,Male,Loyal Customer,-1,Business travel,Business,3930,3,1,1,3,2,4,4,1,2,1,1,3,3,1,100,69,8/5/2017
102345,19327,Male,disloyal Customer,15,Business travel,Eco,743,1,2,2,2,5,3,1,5,4,4,5,0,1,5,19,95,8/6/2017
102346,127787,Female,Loyal Customer,-1,Personal Travel,Eco,1037,1,5,3,4,1,4,4,3,4,2,5,5,3,5,0,16,8/7/2017
102347,91407,Female,disloyal Customer,-1,Business travel,Eco,883,3,3,2,5,0,3,0,0,3,2,2,2,2,0,57,3,8/8/2017
102348,126396,Female,Loyal Customer,-1,Personal Travel,Eco,650,2,3,0,4,1,1,5,2,2,5,4,2,5,1,8,95,8/9/2017
102349,21672,Female,disloyal Customer,23,Business travel,Eco,746,3,1,2,1,1,2,2,3,1,0,0,2,2,1,0,61,8/10/2017
102350,36723,Male,Loyal Customer,66,Personal Travel,Eco Plus,1249,1,3,2,2,3,2,2,3,5,3,5,4,3,1,62,0,8/11/2017
102351,126817,Male,disloyal Customer,16,Business travel,Eco,1,2,2,2,2,3,3,4,2,2,2,3,5,5,2,0,42,8/12/2017
102352,41597,Male,Loyal Customer,52,Personal Travel,Eco,1235,3,3,3,3,4,4,2,3,5,0,3,1,4,3,-10,5,8/13/2017
102353,67728,Female,Loyal Customer,22,Business travel,Business,1710,0,0,0,3,5,0,5,5,2,1,5,1,5,5,164,118,8/14/2017
102354,108427,Female,disloyal Customer,20,Business travel,Eco,886,1,3,3,5,3,3,3,3,3,2,3,4,5,5,33,41,8/15/2017
102355,23695,Female,Loyal Customer,-1,Business travel,Eco,251,3,0,2,2,5,2,5,4,3,3,5,5,5,2,0,99,8/16/2017
102356,44576,Female,Loyal Customer,51,Business travel,Business,3884,5,3,5,4,2,0,3,5,5,5,5,5,5,1,95,-1,8/17/2017
102357,8876,Female,disloyal Customer,22,Business travel,Eco,622,0,2,0,5,5,0,3,5,3,5,3,4,4,3,81,141,8/18/2017
102358,107263,Male,disloyal Customer,-1,Business travel,Eco,307,2,0,2,1,0,0,2,0,2,5,5,2,5,1,58,85,8/19/2017
102359,69895,Male,Loyal Customer,-1,Business travel,Business,1671,2,0,0,2,5,5,4,3,5,3,3,5,3,2,86,17,8/20/2017
102360,70287,Male,Loyal Customer,53,Business travel,Business,2634,5,5,0,5,5,4,3,3,4,5,3,5,3,5,85,0,8/21/2017
102361,45163,Male,disloyal Customer,-1,Business travel,Eco,174,2,3,2,4,4,2,4,5,1,3,4,3,4,3,0,14,8/22/2017
102362,112759,Female,Loyal Customer,40,Business travel,Business,2479,4,5,2,2,3,5,5,4,4,5,3,5,5,2,90,52,8/23/2017
102363,47431,Male,disloyal Customer,38,Business travel,Eco,100000,4,4,5,3,2,5,4,3,2,5,4,1,3,3,-4,72,8/24/2017
102364,44900,Female,Loyal Customer,-1,Personal Travel,Eco,536,2,5,1,2,4,5,3,2,0,3,3,3,2,5,0,-10,8/25/2017
102365,119907,Female,Loyal Customer,54,Personal Travel,Eco Plus,936,5,4,5,2,1,4,3,3,5,5,5,2,5,2,89,78,8/26/2017
102366,94162,Male,Loyal Customer,53,Business travel,Business,1548,5,5,5,5,3,5,5,5,5,5,5,5,5,4,11,10,8/27/2017
102367,16714,Male,Loyal Customer,-1,Personal Travel,Eco,284,2,5,2,2,0,3,1,1,5,4,2,5,4,1,47,0,8/28/2017
102368,89187,Female,Loyal Customer,20,Personal Travel,Eco,2139,3,5,2,0,3,1,2,4,5,1,3,4,5,3,58,30,8/29/2017
102369,116489,Male,Loyal Customer,17,Personal Travel,Eco,308,2,2,0,1,2,0,3,2,5,5,1,3,1,4,4,72,8/30/2017
102370,129084,Male,Loyal Customer,-1,Business travel,Business,2583,4,2,4,3,3,5,3,3,5,4,2,5,4,3,91,68,8/31/2017
102371,54918,Female,disloyal Customer,23,Business travel,Eco,462,3,1,2,1,2,4,4,3,0,3,1,2,0,4,66,24,9/1/2017
102372,87707,Male,Loyal Customer,57,Personal Travel,Eco,606,5,5,5,1,4,5,3,4,5,5,5,5,3,3,14,82,9/2/2017
102373,47166,Female,Loyal Customer,43,Business travel,Business,945,2,1,2,3,2,4,1,4,4,3,4,1,4,1,16,87,9/3/2017
102374,51553,Female,Loyal Customer,45,Business travel,Business,100000,3,3,4,3,3,4,5,5,5,5,5,3,5,3,0,0,9/4/2017
102375,14396,Male,Loyal Customer,60,Personal Travel,Eco,789,1,3,1,0,3,1,5,5,3,5,2,2,1,5,60,40,9/5/2017
102376,128278,Female,Loyal Customer,18,Personal Travel,Business,621,1,5,1,3,3,0,5,3,4,2,3,4,5,3,73,68,9/6/2017
102377,25143,Male,Loyal Customer,-1,Business travel,Eco Plus,1249,4,5,5,5,3,5,3,3,1,4,5,5,1,4,22,19,9/7/2017
102378,75143,Female,Loyal Customer,46,Business travel,Business,1846,5,5,2,5,4,3,3,5,5,5,5,3,5,5,0,0,9/8/2017
102379,53472,Female,Loyal Customer,-1,Business travel,Business,2442,4,2,4,3,3,3,2,4,2,4,3,1,3,3,-4,0,9/9/2017
102380,25279,Female,Loyal Customer,78,Business travel,Eco Plus,425,1,4,4,2,0,4,2,1,2,1,1,5,1,2,46,23,9/10/2017
102381,88229,Male,Loyal Customer,40,Business travel,Business,404,2,4,5,4,4,4,3,4,5,3,3,5,5,5,0,42,9/11/2017
102382,119497,Male,Loyal Customer,-1,Business travel,Business,759,1,4,1,2,5,5,5,5,4,4,3,2,3,3,37,104,9/12/2017
102383,129067,Male,disloyal Customer,27,Business travel,Business,346,0,0,0,3,1,0,1,1,1,4,5,3,4,2,67,4,9/13/2017
102384,71241,Male,Loyal Customer,58,Business travel,Eco,100000,4,3,4,4,3,4,4,3,2,1,3,3,1,4,127,72.6,9/14/2017
102385,59914,Female,Loyal Customer,50,Business travel,Business,937,1,3,3,2,1,5,4,4,5,3,4,5,3,5,22,25,9/15/2017
102386,54136,Female,Loyal Customer,-1,Business travel,Business,1400,4,3,3,3,2,4,2,4,5,5,3,1,4,2,13,94,9/16/2017
102387,109599,Female,Loyal Customer,50,Personal Travel,Eco Plus,861,2,5,2,4,5,5,3,1,3,1,2,5,1,5,86,50,9/17/2017
102388,99864,Female,disloyal Customer,24,Business travel,Eco,587,1,0,0,4,0,1,2,1,5,3,3,5,5,0,1,66,9/18/2017
102389,116392,Female,Loyal Customer,-1,Personal Travel,Eco,447,4,5,4,0,4,5,5,5,5,2,5,5,5,4,91,1,9/19/2017
102390,20928,Male,Loyal Customer,18,Business travel,Business,2671,3,5,5,5,2,2,2,2,2,4,3,2,3,2,60,0,9/20/2017
102391,115538,Male,Loyal Customer,38,Business travel,Eco,371,2,0,0,2,3,4,3,3,4,2,3,3,2,4,59,111,9/21/2017
102392,26627,Female,Loyal Customer,56,Business travel,Business,3312,5,4,5,4,1,4,2,4,3,5,3,3,3,3,99,81,9/22/2017
102393,53242,Male,Loyal Customer,-1,Personal Travel,Eco,612,0,5,2,5,1,2,0,1,2,5,1,3,5,2,78,84,9/23/2017
102394,4882,Male,Loyal Customer,25,Personal Travel,Eco,408,3,1,4,5,0,3,2,2,0,4,4,2,4,2,32,94,9/24/2017
102395,10047,Female,disloyal Customer,38,Business travel,Eco,326,2,1,4,5,2,4,0,1,4,4,3,2,4,1,0,4,9/25/2017
102396,14855,Male,Loyal Customer,24,Business travel,Eco,343,5,4,3,3,5,3,3,3,3,4,5,4,4,4,0,0,9/26/2017
102397,113634,Male,Loyal Customer,-1,Personal Travel,Eco,223,4,5,2,4,0,2,0,1,5,5,5,4,5,1,0,77,9/27/2017
102398,89339,Female,Loyal Customer,-1,Business travel,Business,1587,3,4,4,4,3,4,5,4,4,4,3,3,3,5,11,10,9/28/2017
102399,29075,Female,Loyal Customer,63,Personal Travel,Eco,954,4,5,2,4,3,2,1,3,2,2,3,5,1,2,0,18,9/29/2017
102400,99199,Male,Loyal Customer,-1,Personal Travel,Business,100000,2,5,1,2,3,1,5,5,5,3,5,5,4,3,51,87,9/30/2017
102401,14172,Male,Loyal Customer,-1,Business travel,Business,2860,2,4,2,3,5,5,5,5,2,5,3,2,5,5,85,53,10/1/2017
102402,11652,Female,Loyal Customer,46,Business travel,Eco,837,1,2,2,2,5,2,3,3,2,3,3,3,2,3,0,11,10/2/2017
102403,56539,Female,Loyal Customer,-1,Business travel,Business,1085,2,2,2,0,5,5,5,5,4,4,5,4,5,5,0,1,10/3/2017
102404,11369,Female,Loyal Customer,-1,Personal Travel,Eco,201,0,5,0,2,5,0,3,5,0,0,5,3,5,5,21,0,10/4/2017
102405,15630,Female,Loyal Customer,-1,Personal Travel,Eco,228,3,5,3,4,5,3,2,5,3,1,3,4,5,5,39,27,10/5/2017
102406,1348,Female,Loyal Customer,30,Business travel,Business,3578,0,0,1,2,5,5,3,4,3,4,5,5,4,3,0,27,10/6/2017
102407,8632,Female,disloyal Customer,-1,Business travel,Business,280,2,0,1,4,0,2,3,0,2,1,3,2,5,1,89,115,10/7/2017
102408,129740,Male,disloyal Customer,44,Business travel,Eco,337,2,3,3,0,4,3,2,2,5,1,2,0,3,2,0,2,10/8/2017
102409,53770,Male,Loyal Customer,50,Personal Travel,Eco,1195,1,3,1,2,1,2,1,2,5,3,4,5,3,1,82,57,10/9/2017
102410,97847,Female,Loyal Customer,-1,Personal Travel,Eco,395,3,3,3,3,2,5,5,2,0,3,1,4,1,5,-4,0,10/10/2017
102411,64341,Male,Loyal Customer,53,Business travel,Business,2476,2,1,5,5,5,4,5,3,2,4,1,2,3,3,-8,0,10/11/2017
102412,1496,Male,Loyal Customer,-1,Business travel,Eco,337,2,3,4,3,0,2,2,0,3,2,2,1,4,2,84,43,10/12/2017
102413,82651,Male,Loyal Customer,41,Business travel,Business,2906,1,2,2,2,1,5,5,5,5,5,5,5,5,4,60,9,10/13/2017
102414,60907,Male,Loyal Customer,43,Personal Travel,Eco,589,2,2,3,2,4,3,3,2,5,2,2,2,4,2,12,0,10/14/2017
102415,3139,Male,disloyal Customer,-1,Business travel,Business,140,0,0,0,5,1,0,2,3,3,5,3,4,4,1,54,77,10/15/2017
102416,78293,Male,Loyal Customer,-1,Business travel,Eco,998,3,3,2,1,2,4,4,4,1,1,0,2,3,2,253,289,10/16/2017
102417,38489,Male,Loyal Customer,11,Personal Travel,Business,2569,2,0,3,3,3,3,5,3,3,5,4,1,4,4,0,6,10/17/2017
102418,11420,Female,Loyal Customer,-1,Business travel,Business,1774,4,2,3,3,2,5,5,5,5,5,5,4,5,5,56,0,10/18/2017
102419,43561,Male,Loyal Customer,46,Personal Travel,Eco,770,1,3,2,3,4,2,1,4,2,3,5,5,4,2,0,85,10/19/2017
102420,111028,Male,Loyal Customer,42,Business travel,Business,1,5,5,5,5,3,5,5,5,5,5,5,2,5,4,38,48,10/20/2017
102421,106801,Female,Loyal Customer,28,Business travel,Business,977,2,3,4,2,4,2,4,4,3,5,2,1,4,4,0,4,10/21/2017
102422,114354,Female,Loyal Customer,25,Business travel,Business,853,1,1,1,1,2,2,3,2,3,1,5,5,5,4,36,24,10/22/2017
102423,108534,Male,Loyal Customer,-1,Personal Travel,Eco,649,2,3,2,4,5,2,5,5,0,4,3,1,2,5,89,57,10/23/2017
102424,128569,Male,disloyal Customer,-1,Business travel,Business,110,2,2,2,3,3,2,3,2,5,5,4,4,3,2,0,96,10/24/2017
102425,115366,Male,Loyal Customer,38,Business travel,Business,372,3,2,3,3,0,3,3,3,4,2,5,2,3,2,89,7,10/25/2017
102426,93546,Male,disloyal Customer,11,Business travel,Eco,585,1,4,3,3,0,2,3,2,0,0,3,3,3,0,0,0,10/26/2017
102427,93603,Female,Loyal Customer,48,Business travel,Eco,577,2,3,3,3,2,2,4,1,0,0,2,1,2,2,0,121,10/27/2017
102428,84861,Male,Loyal Customer,-1,Business travel,Business,2863,5,1,5,5,4,3,1,5,5,5,5,5,5,3,34,94,10/28/2017
102429,92422,Female,Loyal Customer,-1,Business travel,Business,2092,5,5,5,5,5,2,5,4,5,3,3,5,4,5,6,0,10/29/2017
102430,113073,Female,Loyal Customer,-1,Business travel,Business,2935,5,5,3,5,3,3,5,5,5,5,5,5,5,3,0,51,10/30/2017
102431,118292,Male,Loyal Customer,57,Business travel,Business,2020,5,5,5,5,3,3,3,4,3,4,3,5,4,4,93,100,10/31/2017
102432,89871,Male,disloyal Customer,-1,Business travel,Eco,1501,3,2,4,4,2,4,1,2,0,3,3,3,2,1,80,106,11/1/2017
102433,26543,Female,Loyal Customer,39,Personal Travel,Eco,100000,1,3,0,4,1,2,3,1,5,3,4,5,5,1,3,97,11/2/2017
102434,34447,Female,Loyal Customer,40,Business travel,Business,228,2,1,5,2,5,0,3,3,3,4,4,2,3,3,87,40,11/3/2017
102435,50252,Male,disloyal Customer,36,Business travel,Eco,1,1,4,1,2,2,2,0,2,4,1,4,0,3,0,55,1,11/4/2017
102436,63161,Female,Loyal Customer,-1,Business travel,Business,337,0,0,1,0,5,5,4,2,2,2,3,5,2,3,0,39,11/5/2017
102437,90621,Male,disloyal Customer,-1,Business travel,Eco,1,1,3,0,5,5,1,4,5,2,0,2,3,5,5,19,26,11/6/2017
102438,59841,Male,Loyal Customer,-1,Business travel,Business,1085,5,5,5,5,3,5,5,5,5,5,5,5,5,4,15,0,11/7/2017
102439,45470,Female,disloyal Customer,-1,Business travel,Eco,522,4,0,5,5,4,5,2,3,1,1,5,4,3,3,-8,0,11/8/2017
102440,60039,Male,Loyal Customer,-1,Business travel,Business,2109,3,4,4,5,2,3,4,4,5,5,5,5,5,5,0,72,11/9/2017
102441,75653,Male,Loyal Customer,57,Business travel,Business,2815,0,0,0,5,3,3,4,4,4,5,5,4,4,3,82,96,11/10/2017
102442,38754,Male,Loyal Customer,36,Business travel,Eco,354,4,3,3,3,5,5,3,3,3,2,1,1,5,4,69,63,11/11/2017
102443,14839,Female,Loyal Customer,45,Personal Travel,Eco,261,4,3,3,4,2,3,5,2,1,2,2,1,0,2,13,100,11/12/2017
102444,44691,Female,disloyal Customer,55,Business travel,Eco,67,2,2,0,4,2,0,1,3,1,2,3,1,3,3,99,38,11/13/2017
102445,87392,Male,Loyal Customer,37,Business travel,Eco,425,2,2,5,3,2,2,1,3,3,2,1,1,2,3,3,86,11/14/2017
102446,47137,Male,Loyal Customer,-1,Business travel,Business,945,5,5,5,5,3,5,4,5,5,5,5,1,5,3,0,8,11/15/2017
102447,72553,Female,Loyal Customer,-1,Business travel,Business,2434,3,3,4,5,5,2,4,5,4,2,4,3,5,0,0,90,11/16/2017
102448,57409,Female,Loyal Customer,39,Business travel,Business,455,5,5,3,5,5,3,5,5,5,5,5,5,5,3,96,3,11/17/2017
102449,14308,Male,Loyal Customer,23,Business travel,Eco,429,1,3,3,4,3,1,0,2,4,5,1,2,2,3,-8,64,11/18/2017
102450,74664,Male,Loyal Customer,50,Personal Travel,Eco,1242,3,3,5,5,4,5,3,1,4,3,5,5,4,3,134,123,11/19/2017
102451,128958,Female,Loyal Customer,-1,Business travel,Business,236,0,5,4,4,4,0,0,1,2,0,1,2,0,4,95,11,11/20/2017
102452,32665,Male,Loyal Customer,59,Business travel,Eco,101,5,3,5,2,5,5,5,5,2,1,4,4,4,5,0,60,11/21/2017
102453,123714,Male,Loyal Customer,-1,Personal Travel,Eco,214,3,3,4,2,0,3,0,0,5,3,5,5,5,2,29,72,11/22/2017
102454,10307,Female,disloyal Customer,33,Business travel,Business,216,0,0,0,2,2,1,3,1,5,1,5,5,3,2,38,0,11/23/2017
102455,85132,Male,Loyal Customer,-1,Business travel,Business,3860,2,2,2,4,3,5,5,4,4,3,3,5,4,2,59,12,11/24/2017
102456,12716,Female,disloyal Customer,28,Business travel,Eco,1,3,5,3,5,2,5,1,0,2,2,3,4,3,2,6,0,11/25/2017
102457,74518,Male,Loyal Customer,58,Business travel,Business,3003,3,2,5,3,4,3,5,5,5,5,5,5,5,3,-1,62,11/26/2017
102458,28527,Female,Loyal Customer,25,Business travel,Business,2688,0,2,2,1,0,1,1,2,0,2,3,2,4,2,30,92,11/27/2017
102459,116650,Female,Loyal Customer,-1,Business travel,Eco Plus,296,2,3,4,3,4,3,4,2,2,2,2,1,1,1,84,82,11/28/2017
102460,52510,Male,Loyal Customer,57,Business travel,Business,160,2,2,2,3,4,1,5,4,5,5,5,3,4,1,70,0,11/29/2017
102461,23250,Male,Loyal Customer,44,Business travel,Business,783,5,4,5,5,2,5,3,5,5,5,5,4,5,5,88,0,11/30/2017
102462,52601,Female,disloyal Customer,-1,Business travel,Eco,119,4,3,2,3,5,3,2,5,3,0,4,3,4,5,19,45,12/1/2017
102463,37924,Male,Loyal Customer,-1,Personal Travel,Eco,1023,4,2,4,2,4,2,2,2,2,0,1,3,4,2,74,106,12/2/2017
102464,116135,Male,Loyal Customer,-1,Personal Travel,Eco,325,0,3,1,3,5,2,5,3,2,4,3,3,0,5,17,27,12/3/2017
102465,71828,Female,disloyal Customer,13,Business travel,Eco,1479,5,4,2,2,1,3,1,1,2,5,2,3,2,0,0,-6,12/4/2017
102466,63570,Female,Loyal Customer,41,Business travel,Eco,1737,3,4,3,4,4,2,2,2,2,4,3,3,2,2,72,78,12/5/2017
102467,68199,Female,Loyal Customer,-1,Business travel,Business,100000,2,4,3,3,5,4,4,3,3,5,4,3,4,5,32,0,12/6/2017
102468,2185,Female,Loyal Customer,60,Business travel,Eco,624,0,3,5,5,4,4,4,0,0,1,1,5,2,5,9,68,12/7/2017
102469,87690,Male,Loyal Customer,66,Personal Travel,Eco,606,3,5,3,4,5,3,5,5,3,1,5,5,5,5,90,74,12/8/2017
102470,98221,Female,Loyal Customer,25,Business travel,Business,842,5,5,5,5,5,5,5,5,5,5,5,4,2,3,151,207,12/9/2017
102471,95006,Male,Loyal Customer,-1,Personal Travel,Eco,239,4,3,5,4,5,5,5,4,3,5,0,5,1,4,-3,0,12/10/2017
102472,1188,Male,Loyal Customer,-1,Personal Travel,Eco,113,0,2,0,4,5,0,5,5,1,2,3,1,3,5,0,0,12/11/2017
102473,94852,Female,Loyal Customer,28,Business travel,Eco,677,1,2,2,2,3,1,1,1,3,1,4,4,2,3,146,92,12/12/2017
102474,11850,Female,Loyal Customer,-1,Business travel,Business,3917,3,2,2,1,3,5,3,3,3,4,4,5,3,3,53,32,12/13/2017
102475,4890,Male,Loyal Customer,34,Business travel,Eco Plus,408,3,5,5,3,4,4,5,4,1,0,5,0,5,5,23,0,12/14/2017
102476,35155,Male,Loyal Customer,-1,Business travel,Business,1005,5,5,5,5,5,5,5,5,0,0,2,5,0,5,95,0,12/15/2017
102477,25881,Female,disloyal Customer,-1,Business travel,Eco,907,4,3,3,3,2,3,3,1,3,5,3,4,1,1,27,21,12/16/2017
102478,3074,Male,Loyal Customer,-1,Business travel,Business,413,2,1,1,3,2,3,3,5,5,5,5,5,5,4,55,148,12/17/2017
102479,8243,Male,disloyal Customer,-1,Personal Travel,Eco,335,3,4,4,4,3,3,5,4,3,5,5,3,5,3,97,25,12/18/2017
102480,76593,Female,Loyal Customer,47,Business travel,Eco,481,2,2,2,3,5,5,5,0,2,2,1,4,2,1,57,81,12/19/2017
102481,65398,Male,Loyal Customer,62,Personal Travel,Eco,631,4,5,4,0,2,3,4,1,2,3,1,3,2,3,0,14,12/20/2017
102482,106694,Female,disloyal Customer,51,Business travel,Business,516,5,3,3,3,5,4,5,5,5,4,4,5,5,5,-3,-1,12/21/2017
102483,126413,Female,Loyal Customer,-1,Business travel,Business,631,1,1,2,1,5,5,5,3,4,5,3,5,4,4,17,67,12/22/2017
102484,38574,Male,Loyal Customer,47,Personal Travel,Eco,2475,4,2,3,0,3,2,3,4,1,1,0,3,3,2,56,18,12/23/2017
102485,16980,Male,Loyal Customer,44,Personal Travel,Eco Plus,100000,1,4,0,1,3,0,5,3,2,1,1,1,4,3,-10,74,12/24/2017
102486,102447,Female,Loyal Customer,56,Personal Travel,Eco,236,2,3,0,4,1,5,0,5,5,0,5,2,5,5,18,58,12/25/2017
102487,129023,Male,Loyal Customer,-1,Personal Travel,Eco,100000,3,3,2,3,3,5,5,3,1,4,3,5,2,5,0,-1,12/26/2017
102488,41734,Female,disloyal Customer,33,Business travel,Eco,695,1,3,1,4,5,2,5,5,1,1,2,5,3,5,53,9,12/27/2017
102489,72734,Male,Loyal Customer,28,Personal Travel,Eco Plus,1119,4,5,4,4,4,3,4,4,5,5,2,4,4,3,75,4,12/28/2017
102490,87721,Male,Loyal Customer,-1,Business travel,Eco Plus,606,1,5,3,4,2,1,2,1,3,4,2,1,5,3,0,0,12/29/2017
102491,10639,Male,Loyal Customer,43,Business travel,Business,247,1,3,3,3,2,5,5,5,5,5,5,4,5,5,65,25,12/30/2017
102492,27451,Male,Loyal Customer,31,Business travel,Business,937,3,0,1,0,2,4,2,4,2,3,4,5,4,4,64,18,12/31/2017
102493,15491,Male,Loyal Customer,-1,Personal Travel,Eco,306,2,4,2,1,0,1,0,0,5,3,3,5,5,0,5,34,1/1/2018
102494,121424,Male,Loyal Customer,37,Business travel,Business,3461,1,5,5,5,5,5,2,1,3,2,3,2,2,5,68,60,1/2/2018
102495,93710,Male,Loyal Customer,52,Personal Travel,Eco,689,1,3,3,2,2,3,2,4,0,5,3,0,4,3,0,-1,1/3/2018
102496,28642,Male,Loyal Customer,-1,Business travel,Business,2466,3,5,5,4,3,5,4,2,0,5,5,4,2,4,8,0,1/4/2018
102497,109468,Female,Loyal Customer,-1,Business travel,Business,3411,4,2,2,2,3,5,5,4,3,5,5,3,3,5,272,265,1/5/2018
102498,112428,Male,disloyal Customer,27,Business travel,Eco,846,3,2,1,1,0,1,2,2,1,5,4,1,4,2,60,97,1/6/2018
102499,45413,Male,disloyal Customer,69,Business travel,Eco,458,3,0,4,5,4,4,2,4,3,1,5,5,0,3,79,127,1/7/2018
102500,46223,Male,disloyal Customer,19,Business travel,Eco,752,4,5,5,2,4,4,4,2,3,3,2,5,4,2,87,153,1/8/2018
102501,118975,Female,Loyal Customer,-1,Personal Travel,Eco,570,2,5,0,2,3,4,5,2,2,1,1,5,1,2,47,0,1/9/2018
102502,43159,Male,Loyal Customer,64,Business travel,Eco Plus,968,5,5,5,5,4,5,5,3,5,1,2,3,1,5,33,98,1/10/2018
102503,88872,Male,Loyal Customer,20,Business travel,Business,859,3,4,4,3,5,5,5,5,4,5,5,5,5,5,80,26,1/11/2018
102504,84823,Female,Loyal Customer,-1,Business travel,Business,3003,2,0,1,1,2,3,4,3,2,3,1,2,2,5,18,38,1/12/2018
102505,123871,Female,Loyal Customer,59,Business travel,Business,544,1,3,1,1,2,5,5,5,5,5,5,3,5,3,72,-8,1/13/2018
102506,69766,Male,Loyal Customer,-1,Business travel,Business,3944,4,4,5,3,5,3,5,5,3,4,3,5,4,5,0,10,1/14/2018
102507,45756,Female,disloyal Customer,58,Business travel,Eco,411,2,0,4,3,2,2,2,0,2,5,5,3,5,0,24,-10,1/15/2018
102508,44213,Female,Loyal Customer,-1,Personal Travel,Business,224,4,2,3,4,4,5,3,2,0,2,4,3,4,2,0,3,1/16/2018
102509,66043,Female,Loyal Customer,-1,Business travel,Business,2183,4,3,3,4,5,4,3,3,3,5,5,5,3,3,5,70,1/17/2018
102510,107013,Female,Loyal Customer,-1,Business travel,Business,2783,5,5,4,5,3,3,5,5,5,5,4,2,5,3,35,0,1/18/2018
